0.0 3.0 0.5 0.4375 0.10344828 0.32654437 0.8333333
0.0 4.0 0.23076923 0.8888889 0.13793103 0.05204206 0.49
0.0 4.0 0.14285715 0.11111111 0.13793103 1.785e-06 0.7916667
1.0 27.0 0.5 0.004950495 0.9310345 0.0 0.97037035
0.0 9.0 0.5 0.5192308 0.31034482 0.47146538 0.8487326
0.0 7.0 0.35714287 0.4074074 0.2413793 0.0020941861 0.5919405
0.0 6.0 0.33333334 0.8181818 0.37931034 0.0065681892 0.4401515
1.0 19.0 0.45454547 0.083333336 0.7241379 0.16412957 0.8913187
0.0 3.0 0.15789473 1.0 0.10344828 0.33263597 0.5777778
0.0 13.0 0.4117647 0.25925925 0.44827586 0.17426075 0.7408588
0.0 5.0 0.45454547 0.74285716 0.2413793 0.512607 0.7684355
1.0 23.0 0.5833333 0.12307692 0.79310346 0.046510413 0.85513806
0.0 9.0 0.4 0.35714287 0.31034482 0.7436203 0.86279875
0.0 6.0 0.33333334 0.75 0.3448276 0.004869066 0.3850433
0.0 3.0 0.2 0.93333334 0.13793103 0.1574175 0.56666666
1.0 22.0 0.6 0.15929204 0.7586207 0.080447845 0.85617965
0.0 2.0 0.5 0.5 0.06896552 0.54047173 0.8333333
0.0 3.0 0.31034482 1.0 0.31034482 0.19194534 0.41181266
0.0 7.0 0.33333334 0.25 0.2413793 0.12786861 0.835034
1.0 27.0 0.5 0.024 0.9310345 0.2571695 0.9835391
0.0 8.0 0.2 0.055555556 0.27586207 0.00270062 0.96153843
0.0 2.0 0.18518518 1.0 0.1724138 0.2159763 0.36130536
0.0 1.0 0.2 1.0 0.03448276 0.73222864 0.41666666
1.0 20.0 0.6 0.17307693 0.6896552 0.183717 0.9514957
0.0 3.0 0.0952381 0.36363637 0.10344828 0.12862122 0.6989899
0.0 6.0 0.5714286 0.4 0.20689656 0.06953341 0.6883117
0.0 4.0 0.27272728 1.0 0.20689656 0.21249832 0.52348226
1.0 24.0 0.4 0.02020202 0.82758623 0.0135621745 0.9458333
0.0 3.0 0.16666667 0.125 0.10344828 0.026256002 0.8888889
0.0 3.0 0.2857143 1.0 0.27586207 0.017058512 0.28703067
0.0 5.0 0.5 0.75 0.1724138 0.14652114 0.67727274
1.0 24.0 0.42857143 0.044247787 0.82758623 0.08664701 0.94171125
0.0 6.0 0.36 1.0 0.31034482 0.03320898 0.37962964
0.0 5.0 0.18518518 1.0 0.1724138 0.2625106 0.37710622
0.0 7.0 0.42857143 1.0 0.41379312 0.0044733277 0.29673892
1.0 5.0 0.375 0.6923077 0.4827586 0.24064238 0.69891816
0.0 4.0 0.37037036 0.90909094 0.37931034 0.013690342 0.35256788
0.0 4.0 0.33333334 0.04347826 0.13793103 0.0 0.82608694
0.0 6.0 0.4 0.9230769 0.37931034 0.016314859 0.43432704
1.0 25.0 0.6666667 0.050847456 0.86206895 0.07852851 0.97386664
0.0 3.0 0.0952381 0.33333334 0.13793103 0.16203704 0.725
0.0 2.0 0.17391305 1.0 0.13793103 2.2978597e-06 0.20170455
0.0 2.0 0.4 0.7777778 0.10344828 0.9641204 0.67424244
1.0 26.0 0.6 0.057471264 0.8965517 0.14853396 0.9705128
0.0 7.0 0.42857143 0.5185185 0.2413793 0.5670222 0.84967184
0.0 8.0 0.3888889 0.84615386 0.31034482 0.17234139 0.5555081
0.0 3.0 0.32142857 0.9166667 0.3448276 0.009745352 0.3217216
1.0 23.0 0.4 0.016666668 0.79310346 2.0258678e-06 0.960216
0.0 8.0 0.53846157 0.4814815 0.4827586 0.23370938 0.8038549
0.0 8.0 0.30769232 0.72727275 0.37931034 0.016349675 0.5649351
0.0 8.0 0.57894737 0.7368421 0.4827586 0.3856471 0.6302438
1.0 22.0 0.5833333 0.125 0.7586207 0.33203548 0.8559524
0.0 11.0 0.44444445 0.23333333 0.37931034 0.057958383 0.8371212
0.0 3.0 0.18518518 0.85714287 0.20689656 0.018043507 0.44523808
0.0 5.0 0.33333334 0.78571427 0.3448276 0.012629685 0.40472028
1.0 22.0 0.54545456 0.06666667 0.7586207 0.05401354 0.8758089
0.0 5.0 0.3181818 0.5833333 0.37931034 0.07176641 0.68496656
